Gender,Location,Age.Band,Age,Completion.Time,Part.A.Score,Part.B.Score,Part.C.Score
M,D,Y,34,26,12,58,39
M,E,O,79,30,37,49,95
M,E,U,10,65,64,52,15
M,B,U,13,36,55,53,16
M,B,M,57,40,4,70,58
M,E,U,11,64,61,56,22
M,E,U,10,65,64,46,22
M,B,M,52,32,2,74,59
M,D,Y,29,48,19,57,40
M,A,O,67,15,14,46,71
M,D,Y,33,116,13,60,42
M,C,M,41,44,5,70,51
M,B,O,73,20,24,57,84
M,D,U,7,45,74,59,26
F,D,Y,31,41,16,53,67
M,E,U,8,66,71,50,20
F,E,M,62,115,8,72,26
M,B,O,82,39,44,54,92
F,A,U,13,24,55,54,99
F,E,M,51,44,2,67,92
M,A,U,14,26,52,48,30
M,A,Y,28,30,20,43,42
M,A,Y,17,38,44,45,39
F,A,Y,23,53,30,59,80
F,D,Y,23,33,30,53,80
M,A,M,48,61,2,73,47
F,A,U,8,53,71,52,69
M,A,Y,20,62,37,47,43
F,D,U,9,47,68,49,80
M,E,O,71,34,20,56,76
M,E,M,42,49,4,74,56
F,C,U,13,34,55,52,55
F,C,M,61,50,7,71,91
M,D,U,15,46,50,49,22
F,D,M,51,46,2,69,83
M,C,U,11,34,61,47,19
F,D,U,11,39,61,48,76
F,D,M,45,27,3,77,38
M,E,U,5,68,81,43,23
F,B,Y,32,56,14,42,44
F,C,M,47,46,2,70,31
M,B,O,68,36,16,55,92
M,E,U,8,66,71,50,18
F,A,Y,17,68,44,52,54
F,A,Y,20,58,37,62,99
F,A,U,9,60,68,51,64
F,A,O,78,54,34,63,73
M,D,M,48,33,2,65,51
M,B,U,13,22,55,63,11
F,D,O,69,49,17,53,25
M,A,O,78,49,34,65,75
F,C,O,95,62,85,54,44
M,E,Y,37,52,8,52,40
F,C,O,81,57,42,44,56
M,C,O,80,57,39,53,81
M,C,U,12,34,58,56,23
M,B,Y,19,55,39,32,42
F,C,O,77,56,32,55,28
F,B,Y,26,67,24,42,69
M,A,M,48,41,2,72,60
M,C,U,9,33,68,45,28
F,A,O,94,23,81,55,97
M,A,O,92,32,74,61,93
M,E,U,10,65,64,59,18
F,C,M,64,51,10,71,56
M,A,M,63,54,9,68,46
F,A,O,85,18,52,46,38
F,C,M,46,45,2,74,61
F,B,O,93,13,78,43,28
F,E,M,55,42,3,64,98
F,C,Y,27,39,22,52,30
M,D,M,51,30,2,70,54
F,D,Y,38,37,7,43,89
M,C,Y,25,38,26,42,43
F,E,U,9,66,68,50,28
M,E,Y,32,54,14,55,42
F,D,U,14,43,52,49,36
F,D,O,85,46,52,52,90
M,B,Y,22,27,32,40,42
M,A,M,57,41,4,68,55
F,C,U,10,33,64,42,63
M,E,O,74,33,26,38,77
M,B,U,5,53,81,44,23
M,D,O,67,50,14,50,90
M,A,U,11,64,61,41,22
M,D,U,14,37,52,65,16
F,E,M,55,42,3,70,21
F,C,M,61,50,7,71,96
M,D,O,67,28,14,55,69
F,C,O,79,56,37,54,59
M,B,Y,34,32,12,32,42
M,A,O,67,29,14,48,66
F,E,U,12,64,58,54,63
M,A,U,9,55,68,53,19
M,D,Y,39,45,6,48,38
M,A,U,10,45,64,56,13
M,D,M,49,41,2,69,46
F,B,Y,38,59,7,59,31
F,B,M,62,23,8,76,44
M,A,M,63,16,9,69,52
M,D,O,78,47,34,53,70
M,E,Y,20,60,37,53,36
M,E,M,60,40,6,63,50
M,B,O,89,58,64,54,93
F,A,M,59,53,6,72,23
M,B,Y,38,51,7,46,38
F,B,M,48,23,2,75,25
F,C,O,91,60,71,34,29
M,B,O,95,48,85,53,85
F,D,U,7,29,74,47,68
F,B,U,7,21,74,51,63
F,C,Y,27,39,22,60,38
M,E,O,66,37,13,43,83
F,C,O,84,58,50,53,49
M,D,U,6,37,78,52,11
M,D,M,49,26,2,71,51
F,A,M,56,35,4,67,95
F,E,U,9,66,68,49,68
M,B,U,13,20,55,45,28
F,D,O,71,29,20,42,82
F,C,Y,33,41,13,49,81
F,B,M,58,36,5,70,75
F,D,Y,36,36,9,56,57
M,E,Y,27,56,22,52,36
F,B,U,10,34,64,52,38
F,C,U,9,33,68,44,22
F,D,U,11,27,61,51,70
F,B,U,8,38,71,49,41
M,D,M,57,25,4,71,57
F,C,Y,33,41,13,46,35
M,C,M,56,49,4,69,53
M,C,Y,30,40,17,46,42
M,B,M,61,34,7,66,58
M,E,O,74,33,26,44,93
M,B,O,83,47,47,59,78
F,A,M,63,51,9,73,74
F,A,M,52,29,2,71,81
M,E,M,40,50,6,70,53
M,D,Y,19,31,39,49,38
M,C,U,5,32,81,47,24
F,C,O,86,59,55,45,55
M,C,Y,33,41,13,54,35
F,E,U,9,66,68,54,40
F,C,Y,39,43,6,59,80
M,B,U,13,43,55,57,21
F,B,Y,20,62,37,64,81
F,D,M,63,37,9,68,90
M,D,U,12,48,58,50,27
M,A,Y,22,45,32,45,39
M,B,Y,32,55,14,57,35
M,D,M,45,42,3,74,55
M,C,M,48,46,2,82,58
M,A,O,92,18,74,50,86
M,D,O,71,49,20,52,80
M,D,M,41,26,5,68,46
F,D,U,14,30,52,53,84
M,B,Y,37,44,8,42,39
F,B,O,68,10,16,38,88
F,C,O,84,58,50,51,87
M,E,Y,28,56,20,50,43
M,D,U,14,40,52,48,11
M,A,O,71,48,20,40,76
F,A,U,12,46,58,49,68
F,B,M,50,30,2,67,87
M,A,O,88,66,61,48,85
M,B,U,11,30,61,38,24
M,B,M,54,44,3,73,57
F,E,O,89,26,64,53,90
F,B,O,94,12,81,43,43
F,B,O,81,17,42,43,28
M,E,O,79,30,37,46,69
F,B,O,84,13,50,31,68
F,C,M,62,51,8,73,46
F,B,O,83,15,47,55,77
M,C,Y,34,41,12,39,42
M,E,M,47,46,2,65,60
F,A,M,52,23,2,73,94
F,B,U,5,59,81,59,46
M,E,M,62,39,8,70,49
F,A,O,75,31,28,49,62
M,D,M,62,38,8,65,58
M,A,U,12,49,58,41,28
F,E,O,91,24,71,40,34
M,E,O,65,38,12,47,69
F,E,M,60,40,6,69,44
M,A,Y,18,45,42,53,43
M,C,O,80,57,39,42,87
F,C,Y,28,39,20,51,53
F,C,Y,22,37,32,49,37
F,B,U,11,53,61,44,97
F,C,O,92,61,74,48,73
M,E,O,86,27,55,57,72
F,D,M,53,31,2,70,79
M,A,U,10,60,64,49,21
M,A,M,58,24,5,65,56
F,E,M,55,42,3,69,98
F,B,U,11,46,61,52,42
M,C,U,14,35,52,44,30
F,D,O,66,46,13,47,62
M,D,Y,18,49,42,37,38
F,B,U,11,21,61,47,78
M,A,O,76,41,30,54,68
F,B,Y,31,54,16,50,80
M,D,O,82,35,44,51,86
M,C,M,42,44,4,71,49
F,E,U,11,64,61,57,47
M,B,M,55,22,3,72,45
M,A,U,6,28,78,46,21
M,C,U,13,34,55,62,15
F,B,M,48,29,2,67,58
M,C,M,51,47,2,66,51
M,E,O,67,36,14,49,84
M,E,O,77,32,32,50,72
M,A,U,14,24,52,50,21
M,A,O,87,67,58,48,91
F,B,O,70,13,19,49,64
M,A,Y,39,32,6,50,42
F,A,M,54,18,3,69,46
M,A,Y,22,21,32,44,35
M,E,Y,22,59,32,45,44
M,A,Y,20,53,37,55,40
M,D,O,82,49,44,41,85
M,D,O,73,29,24,57,81
F,C,M,52,47,2,70,76
F,D,O,92,49,74,66,82
F,E,U,14,63,52,49,60
F,C,U,6,32,78,52,90
F,D,Y,34,26,12,52,70
M,C,U,11,34,61,55,16
M,B,U,14,33,52,39,18
F,B,M,47,28,2,69,39
M,B,U,11,31,61,51,15
F,D,Y,26,39,24,43,61
F,A,U,11,46,61,58,61
M,A,U,6,113,78,55,23
M,C,U,9,33,68,60,28
F,D,M,62,49,8,75,42
F,A,O,75,69,28,50,57
F,C,Y,23,38,30,51,49
F,E,U,10,65,64,49,98
M,C,O,95,120,85,61,88
M,E,M,57,42,4,65,59
F,E,Y,35,52,10,47,53
M,A,U,7,49,74,46,13
M,E,M,44,48,3,67,47
F,D,O,79,37,37,54,92
F,C,U,8,33,71,56,99
F,D,Y,30,44,17,35,58
M,E,O,86,27,55,35,92
M,C,U,13,34,55,48,21
M,B,U,11,25,61,47,16
F,D,O,81,37,42,47,32
F,B,M,50,40,2,69,90
M,E,O,87,26,58,54,89
M,C,U,6,32,78,51,28
M,A,Y,29,54,19,54,40
M,D,M,62,42,8,69,58
F,A,U,5,55,81,59,63
F,E,M,43,48,4,65,93
M,E,U,6,67,78,49,19
M,E,U,6,67,78,62,17
F,C,O,81,57,42,46,61
F,B,Y,36,57,9,43,67
F,C,U,10,33,64,56,22
M,A,U,13,23,55,43,21
F,B,M,45,51,3,74,32
M,D,U,11,32,61,45,24
M,E,M,43,48,4,66,59
F,B,O,76,14,30,54,43
M,C,U,9,33,68,57,10
F,B,Y,36,67,9,42,22
F,A,O,87,54,58,48,88
F,B,O,88,18,61,49,49
F,B,Y,17,51,44,51,91
F,B,U,14,44,52,54,96
F,B,Y,36,57,9,54,32
F,A,O,92,29,74,55,37
M,E,M,44,48,3,73,58
F,B,Y,37,54,8,58,33
M,E,U,11,64,61,51,11
F,E,O,79,30,37,58,94
M,D,M,63,45,9,69,51
M,E,O,91,24,71,61,68
F,D,O,88,28,61,52,61
F,C,O,91,60,71,44,74
F,B,M,61,24,7,76,54
M,E,Y,31,54,16,57,41
F,B,M,52,57,2,67,93
F,D,U,7,38,74,48,73
F,B,Y,26,59,24,43,49
M,B,O,79,32,37,54,71
M,C,Y,39,43,6,42,37
F,B,M,45,54,3,68,68
M,B,M,57,46,4,76,57
F,D,Y,25,32,26,45,58
F,A,U,6,24,78,50,59
M,E,U,10,65,64,46,27
F,A,O,90,39,68,53,28
M,B,O,80,28,39,55,68
M,E,M,51,44,2,71,54
M,C,M,63,51,9,70,52
M,E,O,73,34,24,48,74
F,C,M,61,50,7,74,85
F,D,Y,24,40,28,39,80
M,E,Y,28,56,20,52,41
M,C,O,80,57,39,46,82
M,A,M,50,56,2,77,48
M,A,Y,34,29,12,34,41
M,A,Y,20,17,37,63,41
F,D,M,46,44,2,69,96
F,A,O,93,68,78,55,76
F,B,U,14,20,52,56,63
F,B,Y,39,64,6,31,91
M,A,Y,38,67,7,56,42
F,E,Y,39,50,6,43,97
M,D,Y,34,41,12,49,42
F,B,O,74,19,26,50,56
M,E,M,41,50,5,73,58
M,E,U,6,67,78,48,16
F,D,O,83,43,47,59,81
M,E,O,77,32,32,48,88
M,D,Y,21,33,34,53,36
M,C,M,59,50,6,70,45
M,C,U,11,34,61,53,25
M,C,M,40,43,6,66,54
F,D,M,59,41,6,68,50
M,E,M,44,48,3,60,51
F,E,U,9,66,68,49,81
M,C,Y,25,38,26,54,44
M,E,Y,39,50,6,55,42
M,E,M,44,48,3,70,49
F,A,U,6,45,78,44,37
F,A,Y,24,49,28,47,43
F,B,Y,37,57,8,60,43
F,B,U,8,25,71,56,55
M,D,O,87,49,58,48,78
M,E,U,7,66,74,45,30
F,B,Y,21,57,34,49,44
M,D,O,82,25,44,60,80
F,B,O,82,20,44,52,70
M,B,U,8,51,71,57,10
F,C,Y,22,37,32,54,29
M,C,M,55,48,3,72,58
F,A,O,75,27,28,44,87
M,E,O,85,28,52,50,91
M,B,U,8,44,71,59,23
M,D,Y,28,31,20,42,45
F,C,O,78,56,34,34,77
F,B,Y,38,60,7,47,21
F,B,U,5,29,81,50,89
M,D,O,65,32,12,52,80
F,D,M,49,43,2,67,97
M,B,Y,27,44,22,45,41
M,C,O,83,58,47,45,75
F,C,U,10,33,64,54,78
M,A,O,86,37,55,58,75
M,D,Y,34,45,12,47,43
M,C,Y,28,39,20,44,38
F,C,O,93,61,78,54,74
F,C,U,9,33,68,49,71
M,B,M,48,55,2,70,50
M,E,O,95,22,85,46,93
F,A,Y,34,29,12,57,52
F,C,O,92,61,74,51,86
F,C,Y,21,37,34,43,56
F,C,M,63,51,9,64,27
M,D,O,92,40,74,58,69
F,D,U,5,27,81,47,38
M,C,O,90,60,68,67,78
M,E,U,5,68,81,53,16
M,A,Y,19,40,39,48,35
M,A,Y,34,20,12,52,38
M,A,U,7,36,74,54,19
M,D,Y,28,36,20,50,41
M,C,Y,31,40,16,35,41
F,D,U,11,38,61,60,77
M,D,O,84,33,50,50,76
F,E,O,92,24,74,44,68
M,A,O,72,58,22,51,81
M,D,Y,27,34,22,33,38
F,E,Y,33,54,13,50,39
M,A,U,12,20,58,44,13
M,C,Y,22,37,32,50,42
M,C,M,59,50,6,71,47
M,A,Y,21,57,34,64,42
F,B,U,10,58,64,50,27
F,A,U,7,23,74,45,68
M,E,Y,21,60,34,59,42
M,B,Y,24,117,28,47,42
F,E,Y,32,54,14,52,30
F,D,Y,25,37,26,45,37
M,E,U,11,64,61,55,24
F,D,O,85,38,52,38,40
F,D,U,7,36,74,52,42
F,E,U,14,63,52,49,67
F,A,O,94,40,81,50,96
F,E,U,10,65,64,54,83
F,E,U,11,64,61,49,78
M,C,U,5,32,81,50,12
F,B,O,91,13,71,51,26
F,D,Y,38,34,7,42,52
F,D,M,46,46,2,71,69
F,C,Y,24,38,28,43,77
F,E,M,55,42,3,72,44
F,E,U,10,65,64,40,54
M,D,Y,30,30,17,46,42
M,A,Y,37,48,8,46,38
F,A,Y,27,55,22,42,24
M,C,M,52,47,2,67,50
M,E,M,56,42,4,79,53
M,C,U,9,33,68,53,26
M,E,O,85,28,52,40,92
M,E,Y,23,58,30,44,41
F,B,M,49,59,2,72,84
M,C,M,51,47,2,69,51
M,E,O,75,32,28,40,86
M,A,U,8,65,71,50,16
F,D,U,15,37,50,53,84
F,E,M,47,46,2,68,89
F,E,U,8,66,71,49,36
F,C,O,80,57,39,61,66
F,C,M,46,45,2,68,25
F,C,Y,36,42,9,43,91
M,E,M,48,46,2,69,54
M,E,M,53,44,2,74,51
F,D,M,41,45,5,70,81
F,D,O,69,26,17,53,71
M,E,Y,37,52,8,45,41
M,B,O,94,37,81,58,75
F,C,Y,18,36,42,54,47
F,C,U,10,33,64,46,79
F,B,O,82,17,44,49,53
F,A,Y,22,41,32,48,98
F,A,U,7,49,74,53,46
M,C,O,90,112,68,51,91
M,D,Y,31,36,16,45,37
F,C,M,60,50,6,73,90
F,E,O,80,30,39,43,88
M,A,U,8,19,71,41,27
M,E,O,69,36,17,47,66
M,A,U,12,31,58,58,29
M,A,M,61,44,7,72,52
M,D,Y,36,33,9,37,41
M,D,M,54,37,3,68,58
F,A,M,43,63,4,72,70
F,D,M,47,34,2,78,80
F,A,U,14,69,52,44,98
M,A,U,7,55,74,55,21
F,B,M,48,53,2,76,88
M,D,U,6,26,78,53,30
F,E,Y,35,52,10,57,86
F,E,U,8,66,71,50,46
M,C,M,55,48,3,74,54
M,E,M,56,42,4,77,60
F,A,Y,34,69,12,46,82
F,C,U,11,34,61,51,49
F,D,Y,32,27,14,38,47
F,E,U,8,66,71,48,83
M,B,Y,20,60,37,52,42
M,B,O,88,39,61,44,68
M,D,O,91,33,71,62,92
M,D,Y,25,43,26,50,37
M,B,Y,32,49,14,34,45
F,C,Y,25,38,26,48,29
F,A,O,81,21,42,49,88
M,A,O,88,62,61,56,75
M,A,O,68,50,16,58,72
M,B,M,43,58,4,68,49
M,A,U,11,32,61,54,29
F,A,Y,27,44,22,44,36
M,A,M,47,47,2,66,54
F,C,O,67,52,14,56,90
M,E,Y,31,54,16,59,35
M,C,Y,28,39,20,59,44
F,C,M,63,51,9,65,62
F,B,Y,23,68,30,43,87
M,C,U,5,32,81,52,10
F,C,M,43,44,4,68,39
M,B,M,55,21,3,64,55
F,C,M,48,46,2,71,31
F,E,M,44,118,3,64,30
M,D,U,11,29,61,48,21
F,E,Y,31,54,16,57,92
F,B,Y,18,65,42,57,55
F,B,O,85,18,52,55,43
F,D,O,80,41,39,50,23
F,E,O,89,26,64,49,34
F,E,M,61,40,7,68,64
M,C,U,14,35,52,48,19
F,E,M,61,40,7,64,45
M,C,M,62,51,8,71,58
F,D,M,55,41,3,64,69
F,E,M,43,48,4,74,36
F,A,M,60,34,6,78,95
M,E,Y,25,58,26,49,42
F,C,O,76,55,30,54,90
M,D,U,6,32,78,51,16
F,C,Y,20,37,37,62,54
F,C,Y,21,37,34,59,78
M,E,O,83,28,47,44,92
F,B,M,51,52,2,65,22
F,E,M,52,44,2,68,23
M,A,U,10,21,64,48,16
M,A,U,9,19,68,53,13
M,D,Y,30,43,17,56,38
F,A,M,52,46,2,67,47
F,D,U,13,34,55,57,27
M,C,M,46,45,2,73,46
M,A,Y,32,44,14,50,42
F,B,O,83,15,47,45,63
F,A,O,94,28,81,48,97
F,A,U,8,27,71,51,57
M,A,Y,17,35,44,39,41
M,C,M,45,45,3,62,58
F,E,Y,32,54,14,43,98
M,B,U,7,24,74,45,25
M,E,M,59,40,6,68,47
M,D,Y,31,29,16,64,40
F,B,Y,18,51,42,52,25
M,A,O,81,49,42,51,86
F,E,U,15,62,50,53,84
M,C,Y,23,38,30,48,40
F,A,Y,36,31,9,43,86
M,B,Y,25,39,26,59,39
M,A,Y,19,49,39,44,37
F,C,O,80,57,39,48,31
F,A,U,13,25,55,53,51
M,C,Y,35,42,10,44,36
M,A,O,68,58,16,48,88
M,D,U,15,34,50,51,20
F,E,O,81,30,42,53,38
F,D,O,84,41,50,62,26
F,D,M,57,48,4,66,99
F,D,Y,30,45,17,51,22
F,D,Y,31,34,16,42,90
M,C,O,84,58,50,56,83
F,B,U,14,59,46,48,34
M,B,U,10,49,64,49,19
M,A,U,5,32,81,37,22
M,D,M,56,45,4,77,58
F,D,O,81,26,42,48,65
M,E,U,5,68,81,59,13
F,E,O,93,24,78,55,99
F,E,Y,30,55,17,46,61
M,D,O,72,48,22,34,66
M,B,U,12,31,58,48,14
F,D,U,11,47,61,54,90
F,E,Y,33,54,13,44,51
M,E,Y,22,59,32,66,36
F,A,O,78,46,34,51,24
M,B,M,40,45,6,74,53
F,D,M,57,35,4,70,32
M,D,O,78,33,34,40,89
F,D,O,71,33,20,46,69
F,D,Y,31,28,16,64,83
M,D,M,51,39,2,69,59
M,A,O,75,63,28,55,75
M,A,O,86,23,55,55,91
F,C,M,56,49,4,68,97
F,D,M,42,25,4,77,83
F,B,U,11,37,61,48,72
F,D,Y,21,32,34,42,96
M,E,M,60,40,6,77,56
M,E,M,58,41,5,75,56
M,B,Y,26,36,24,47,45
M,E,Y,36,52,9,51,37
F,B,O,75,16,28,53,44
F,E,O,77,32,32,45,64
M,E,U,10,65,64,30,17
F,E,M,62,39,8,68,86
F,D,M,57,36,4,66,56
F,D,Y,34,45,12,73,20
M,C,M,54,48,3,67,50
M,E,M,50,45,2,68,58
F,A,O,71,40,20,54,92
M,B,Y,31,51,16,49,37
F,A,U,8,57,71,47,95
F,E,Y,31,112,16,44,76
M,D,U,11,44,61,52,11
M,B,M,62,110,8,71,51
F,C,Y,34,41,12,60,64
M,C,U,14,35,52,43,27
M,C,M,47,46,2,66,53
F,A,O,72,29,22,43,84
M,E,M,60,40,6,68,52
F,B,Y,34,61,12,58,50
F,A,O,78,52,34,42,72
F,E,Y,28,56,20,55,76
F,E,O,93,24,78,53,60
M,D,U,8,35,71,42,18
F,C,M,41,44,5,70,23
M,B,O,80,20,39,45,77
F,E,Y,20,60,37,51,27
M,D,M,55,45,3,72,52
M,B,Y,35,51,10,52,38
M,C,U,8,33,71,47,11
F,D,O,69,110,17,56,42
F,E,M,43,48,4,66,70
F,D,Y,29,47,19,61,63
M,D,U,8,41,71,46,26
M,B,U,10,50,64,56,18
F,D,O,67,30,14,46,66
M,D,O,90,27,68,49,65
F,C,U,8,33,71,47,62
M,A,Y,16,57,47,60,35
F,E,M,55,42,3,73,49
M,D,U,11,31,61,47,19
F,A,U,14,17,52,43,87
F,E,U,8,66,71,58,55
F,A,M,44,66,3,69,96
M,B,O,72,56,22,42,87
M,A,Y,39,49,6,35,35
F,E,O,71,34,20,60,28
M,A,Y,19,119,39,53,35
F,D,M,52,33,2,62,51
F,A,M,55,56,3,67,53
F,C,Y,20,37,37,57,21
M,D,Y,19,36,39,60,40
F,E,U,9,66,68,56,26
F,E,M,42,49,4,73,91
M,D,U,12,45,58,42,28
F,C,Y,26,117,24,52,59
F,C,M,62,51,8,70,42
F,D,U,6,29,78,51,74
M,B,M,54,26,3,66,57
M,C,O,84,58,50,51,93
F,A,M,62,59,8,72,23
M,A,U,9,43,68,52,13
F,E,O,86,27,55,51,63
M,B,M,44,41,3,64,50
M,E,U,9,66,68,48,24
M,E,Y,32,54,14,49,35
M,E,O,82,29,44,42,66
F,E,M,62,39,8,79,73
F,A,M,46,38,2,69,20
F,D,Y,17,30,44,62,91
F,E,U,14,63,52,59,35
M,B,O,87,51,58,51,95
M,B,U,13,41,55,51,20
F,D,U,13,42,55,48,74
F,C,O,92,61,74,50,88
M,E,M,55,42,3,69,57
F,E,U,12,64,58,45,80
M,D,Y,37,27,8,38,36
F,C,M,45,45,3,63,67
F,A,M,53,67,2,67,28
M,A,M,52,64,2,69,56
F,D,U,8,50,71,53,44
F,B,O,83,10,47,49,66
F,A,O,69,59,17,68,34
M,B,U,11,33,61,55,24
M,D,M,53,34,2,68,52
M,D,U,10,42,64,51,18
M,C,U,13,34,55,41,11
F,C,U,9,33,68,49,40
M,C,M,43,44,4,72,46
M,D,U,9,28,68,52,22
M,B,Y,19,25,39,45,41
M,A,U,10,56,64,58,21
M,C,U,6,32,78,60,15
M,B,U,14,47,52,44,30
M,C,O,69,53,17,44,92
M,D,O,79,36,37,51,85
M,A,U,11,42,61,51,26
M,D,O,87,40,58,47,86
M,C,U,11,34,61,53,11
M,C,Y,26,39,24,39,37
F,D,Y,24,49,28,52,72
M,D,M,58,45,5,75,51
F,A,M,53,49,2,65,24
M,E,M,43,48,4,71,52
M,D,M,54,44,3,62,53
M,B,O,80,22,39,55,72
F,A,Y,34,63,12,52,61
F,A,U,7,19,74,55,41
F,E,O,82,29,44,57,97
M,C,U,10,33,64,52,18
M,A,Y,26,49,24,52,44
M,C,M,55,48,3,65,52
M,A,U,12,37,58,60,26
F,A,M,50,32,2,73,57
F,E,M,63,38,9,68,59
M,C,M,46,45,2,65,58
M,D,Y,23,39,30,47,39
F,E,O,74,33,26,47,81
M,C,O,74,55,26,55,87
F,A,O,75,53,28,50,21
M,A,M,56,58,4,71,52
F,A,O,73,27,24,39,27
F,E,M,48,46,2,76,30
F,E,M,58,41,5,65,53
M,D,O,77,43,32,47,66
F,B,Y,32,52,14,54,30
M,A,M,53,41,2,70,45
M,C,O,84,58,50,61,75
F,A,U,11,64,61,45,66
F,E,M,51,44,2,71,67
M,D,U,15,40,50,50,10
M,D,Y,31,48,16,49,43
M,D,M,54,30,3,73,54
F,B,Y,19,110,39,30,36
M,D,M,45,37,3,69,48
F,A,M,48,55,2,70,70
M,C,O,88,59,61,53,94
M,E,U,12,64,58,55,24
M,A,Y,19,36,39,40,45
F,D,O,94,40,81,60,68
F,A,Y,37,57,8,35,25
F,A,M,54,34,3,72,35
F,A,O,92,24,74,50,72
F,E,U,7,66,74,51,87
F,D,Y,27,44,22,48,88
F,D,M,46,39,2,71,62
M,C,Y,19,36,39,58,36
F,E,O,74,33,26,49,75
F,C,U,6,32,78,43,56
F,B,U,10,33,64,52,75
M,E,O,82,29,44,53,77
M,B,M,49,23,2,78,51
F,A,M,58,69,5,72,34
F,C,U,11,34,61,52,84
M,D,M,64,36,10,70,56
M,D,O,76,44,30,51,84
M,E,M,63,38,9,81,49
M,C,U,5,32,81,48,18
M,A,O,77,47,32,50,93
F,C,Y,32,41,14,59,47
M,D,Y,36,33,9,63,37
F,B,Y,24,66,28,55,90
F,C,M,40,43,6,67,95
F,C,O,84,58,50,46,99
M,E,Y,19,60,39,57,39
F,C,U,14,35,52,48,61
F,C,Y,27,39,22,57,27
M,B,M,48,24,2,63,52
F,B,Y,36,59,9,45,73
F,D,Y,32,29,14,54,99
F,D,M,44,29,3,59,54
F,A,M,46,26,2,71,77
F,C,M,40,43,6,67,80
F,C,O,74,55,26,67,85
F,D,O,91,42,71,53,93
F,D,O,72,44,22,53,83
F,D,U,6,33,78,52,52
F,A,U,10,67,64,40,42
M,B,U,11,37,61,53,15
F,E,M,51,44,2,73,28
F,A,U,9,37,68,49,58
F,A,U,11,42,61,58,39
M,D,Y,23,45,30,64,38
M,B,M,60,32,6,66,55
M,B,M,53,51,2,74,57
F,B,U,11,25,61,59,74
F,A,Y,36,54,9,50,57
M,C,O,69,53,17,58,86
M,E,U,9,66,68,56,16
M,C,U,13,34,55,39,29
M,A,O,77,35,32,62,80
F,B,M,45,33,3,70,59
M,B,M,56,26,4,76,56
F,A,O,77,67,32,48,41
M,C,Y,26,39,24,49,40
F,A,Y,35,52,10,49,56
F,E,M,48,46,2,79,26
M,E,Y,39,50,6,47,38
M,D,Y,28,47,20,43,40
M,A,U,13,39,55,53,27
F,A,M,53,43,2,64,34
M,E,M,45,48,3,62,57
M,A,O,68,59,16,41,71
M,C,U,12,34,58,46,25
M,A,U,5,35,81,46,10
M,A,O,79,46,37,45,89
M,A,U,12,27,58,42,23
F,A,M,58,18,5,71,80
M,A,O,87,51,58,47,82
M,D,M,62,44,8,70,56
F,E,Y,21,60,34,49,77
F,E,Y,33,54,13,52,48
M,D,O,74,38,26,51,80
M,B,U,11,58,61,59,28
F,E,M,50,45,2,66,38
F,A,U,9,65,68,40,64
M,D,U,13,111,55,48,15
F,C,U,6,32,78,48,79
F,A,O,69,45,17,52,97
M,B,Y,18,53,42,45,35
F,E,M,43,48,4,72,65
F,A,Y,23,39,30,44,89
M,C,Y,22,37,32,46,41
F,A,Y,33,33,13,54,50
M,A,M,47,68,2,75,47
F,C,Y,32,41,14,42,43
M,B,O,93,22,78,50,79
F,E,Y,34,53,12,28,48
F,E,Y,27,56,22,55,62
F,B,Y,20,70,37,56,79
F,A,Y,35,22,10,52,29
M,E,Y,28,56,20,50,40
F,B,O,89,18,64,45,98
F,A,O,85,37,52,43,39
F,C,Y,35,42,10,40,58
F,E,M,55,42,3,69,21
M,D,M,45,35,3,70,55
F,C,M,53,48,2,69,65
M,E,M,45,48,3,76,47
F,C,Y,31,40,16,52,33
F,A,Y,18,43,42,50,52
F,D,Y,16,32,47,47,77
F,E,M,52,44,2,74,24
F,B,O,86,18,55,52,98
F,A,Y,35,62,10,56,36
M,C,Y,18,36,42,44,40
M,D,M,54,32,3,67,59
F,D,M,51,45,2,68,47
M,A,U,9,22,68,60,18
M,C,U,13,34,55,50,15
M,C,U,10,33,64,51,19
M,B,Y,38,38,7,44,35
F,A,U,13,47,55,57,61
M,D,U,7,28,74,51,18
M,D,U,7,36,74,48,16
M,C,O,87,59,58,52,78
M,D,M,42,32,4,78,57
F,E,U,9,66,68,50,71
F,E,O,76,32,30,49,93
F,A,O,91,17,71,49,31
M,E,M,58,41,5,66,52
F,B,M,54,55,3,67,24
F,A,U,8,111,71,42,69
F,A,O,94,60,81,53,39
M,C,M,51,47,2,68,57
M,C,Y,30,40,17,59,42
F,C,M,63,51,9,68,54
F,D,M,43,26,4,67,58
M,D,O,75,27,28,40,74
F,C,M,44,45,3,67,77
M,A,U,11,68,61,41,28
F,C,O,90,60,68,55,24
F,C,Y,28,39,20,51,31
M,E,M,46,47,2,74,55
M,A,Y,22,17,32,54,39
F,C,U,11,34,61,53,27
M,C,Y,37,42,8,57,37
M,E,U,12,64,58,57,17
M,C,M,59,50,6,73,54
F,A,O,79,38,37,38,38
F,E,M,59,40,6,77,79
M,A,O,86,44,55,54,72
F,D,M,46,113,2,66,44
F,B,O,65,10,12,71,72
M,B,Y,27,26,22,59,41
M,B,U,8,55,71,43,18
F,D,O,80,32,39,41,46
F,E,Y,38,51,7,47,71
M,E,O,65,38,12,51,90
F,A,M,57,52,4,71,89
M,B,Y,38,24,7,49,38
